DSB,repair_mode,chromosome,location,localization,locus_idx,rank_fallback,idx_use,chr_len,max_idx,pos_bp,seg_half,x_start,x_end
TRANS,Cut (Not SSA),CHRXV,CHRXV_L04,3.1405969842692367,4,1,4,1091291,18,242509.1111111111,16369.365,226139.7461111111,258878.4761111111
TRANS,Cut (Not SSA),CHR7,Chr7_L17_2,2.5608879568610994,17,1,17,1000000,17,1000000,15000,985000,1000000
TRANS,Cut (Not SSA),CHR7,Chr7_L06,0.7311916400891529,6,2,6,1000000,17,352941.17647058825,15000,337941.17647058825,367941.17647058825
TRANS,Cut (Not SSA),CHR4,Chr4_L12_2,0.6518113072403301,12,1,12,1000000,15,800000,15000,785000,815000
TRANS,Cut (Not SSA),CHR3,Chr3_L18,0.5930640349094392,18,1,18,1000000,18,1000000,15000,985000,1000000
TRANS,Cut (Not SSA),CHRIII,CHRIII_L03,0.5005579754963966,3,1,3,316620,4,237465,4749.3,232715.7,242214.3
TRANS,Cut (Not SSA),CHR4,Chr4_L01,0.4961135520411828,1,2,1,1000000,15,66666.66666666667,15000,51666.66666666667,81666.66666666667
TRANS,Cut (Not SSA),CHRXV,CHRXV_L01,0.3690762753741607,1,2,1,1091291,18,60627.277777777774,16369.365,44257.912777777776,76996.64277777777
TRANS,Cut (Not SSA),CHR4,Chr4_L15_2,0.3193922815162112,15,3,15,1000000,15,1000000,15000,985000,1000000
TRANS,Cut (Not SSA),CHR15,Chr15_L01,0.2023072651999455,1,1,1,1000000,18,55555.555555555555,15000,40555.555555555555,70555.55555555556
TRANS,Cut (Not SSA),CHR4,Chr4_L10_2,0.15342445110910805,10,4,10,1000000,15,666666.6666666666,15000,651666.6666666666,681666.6666666666
TRANS,Cut (Not SSA),CHR4,Chr4_L06_2,0.097671283779448,6,5,6,1000000,15,400000,15000,385000,415000
TRANS,Cut (Not SSA),CHR7,Chr7_990K,0.07030967968281732,NA,3,3,1000000,17,176470.58823529413,15000,161470.58823529413,191470.58823529413
TRANS,Cut (Not SSA),CHR15,Chr15_L17_2,0.06760812942023252,17,2,17,1000000,18,944444.4444444444,15000,929444.4444444444,959444.4444444444
TRANS,Cut (Not SSA),CHRXII,CHRXII_L01,0.06661954048972736,1,1,1,1078177,12,89848.08333333333,16172.654999999999,73675.42833333333,106020.73833333333
TRANS,Cut (Not SSA),CHRIV,CHRIV_L06_2,0.040921449520578156,6,1,6,1531933,15,612773.2000000001,22978.995,589794.2050000001,635752.1950000001
TRANS,Cut (Not SSA),CHRXII,CHRXII_L12,0.03186370214823757,12,2,12,1078177,12,1078177,16172.654999999999,1062004.345,1078177
TRANS,Cut (Not SSA),CHRIV,CHRIV_L10_2,0.020479988017337206,10,2,10,1531933,15,1021288.6666666666,22978.995,998309.6716666666,1044267.6616666666
TRANS,Cut (Not SSA),CHR4,Chr4_L03,0.014429328891151744,3,6,3,1000000,15,200000,15000,185000,215000
TRANS,Cut (Not SSA),CHRXII,CHRXII_L05,0.0025687627664655504,5,3,5,1078177,12,449240.4166666667,16172.654999999999,433067.7616666667,465413.07166666666
TRANS,Cut (Not SSA),CHR12,Chr12_L01,-0.007594372780221992,1,1,1,1000000,12,83333.33333333333,15000,68333.33333333333,98333.33333333333
TRANS,Cut (Not SSA),CHRIV,CHRIV_L13,-0.010537501446839138,13,3,13,1531933,15,1327675.2666666666,22978.995,1304696.2716666665,1350654.2616666667
TRANS,Cut (Not SSA),CHRVII,CHRVII_990K,-0.011838788151455313,NA,1,1,1090940,9,121215.55555555555,16364.099999999999,104851.45555555556,137579.65555555554
TRANS,Cut (Not SSA),CHR15,Chr15_L15,-0.024900842182463603,15,3,15,1000000,18,833333.3333333334,15000,818333.3333333334,848333.3333333334
TRANS,Cut (Not SSA),CHRVII,CHRVII_L09,-0.0317357615877299,9,2,9,1090940,9,1090940,16364.099999999999,1074575.9,1090940
TRANS,Cut (Not SSA),CHRVII,CHRVII_L03,-0.037655345216665824,3,3,3,1090940,9,363646.6666666666,16364.099999999999,347282.56666666665,380010.7666666666
TRANS,Cut (Not SSA),CHRIV,CHRIV_L03,-0.054109865522837176,3,4,3,1531933,15,306386.60000000003,22978.995,283407.60500000004,329365.59500000003
TRANS,Cut (Not SSA),CHRVII,CHRVII_L06,-0.06340981767364674,6,4,6,1090940,9,727293.3333333333,16364.099999999999,710929.2333333333,743657.4333333332
TRANS,Cut (Not SSA),CHRXII,CHRXII_L07,-0.13503048555347272,7,4,7,1078177,12,628936.5833333334,16172.654999999999,612763.9283333333,645109.2383333334
TRANS,Cut (Not SSA),CHRIV,CHRIV_L01,-0.14357550880723377,1,5,1,1531933,15,102128.86666666667,22978.995,79149.87166666667,125107.86166666666
TRANS,Cut (Not SSA),CHRXV,CHRXV_L15,-0.16569744916283843,15,3,15,1091291,18,909409.1666666667,16369.365,893039.8016666668,925778.5316666667
TRANS,Cut (Not SSA),CHR3,Chr3_L03,-0.17475659926216747,3,2,3,1000000,18,166666.66666666666,15000,151666.66666666666,181666.66666666666
TRANS,Cut (Not SSA),CHRIV,CHRIV_L15_2,-0.216104165876123,15,6,15,1531933,15,1531933,22978.995,1508954.005,1531933
TRANS,Cut (Not SSA),CHRIII,CHRIII_L04,-0.2187662490146677,4,2,4,316620,4,316620,4749.3,311870.7,316620
TRANS,Cut (Not SSA),CHRIV,CHRIV_L12_2,-0.22700027628184366,12,7,12,1531933,15,1225546.4000000001,22978.995,1202567.405,1248525.3950000003
TRANS,Cut (Not SSA),CHRXV,CHRXV_L17_2,-0.24195840380656372,17,4,17,1091291,18,1030663.7222222222,16369.365,1014294.3572222223,1047033.0872222222
TRANS,Cut (Not SSA),CHR3,Chr3_L04,-0.27126090588815194,4,3,4,1000000,18,222222.22222222222,15000,207222.22222222222,237222.22222222222
TRANS,Cut (Not SSA),CHR12,Chr12_L05,-0.28385026708835326,5,2,5,1000000,12,416666.6666666667,15000,401666.6666666667,431666.6666666667
TRANS,Cut (Not SSA),CHRIII,CHRIII_L02,-0.3289131973968004,2,3,2,316620,4,158310,4749.3,153560.7,163059.3
TRANS,Cut (Not SSA),CHR3,Chr3_L02,-0.4673977545639323,2,4,2,1000000,18,111111.11111111111,15000,96111.11111111111,126111.11111111111
TRANS,Cut (Not SSA),CHR15,Chr15_L04,-0.4934034557633998,4,4,4,1000000,18,222222.22222222222,15000,207222.22222222222,237222.22222222222
TRANS,Cut (Not SSA),CHR7,Chr7_L03,-0.5883862428303005,3,4,3,1000000,17,176470.58823529413,15000,161470.58823529413,191470.58823529413
TRANS,Cut (Not SSA),CHR7,Chr7_L09,-0.5928584885789925,9,5,9,1000000,17,529411.7647058824,15000,514411.7647058824,544411.7647058824
TRANS,Cut (Not SSA),CHR12,Chr12_L07,-0.7045717413817155,7,3,7,1000000,12,583333.3333333334,15000,568333.3333333334,598333.3333333334
TRANS,Cut (Not SSA),CHR4,Chr4_L13,-0.7273203446006435,13,7,13,1000000,15,866666.6666666667,15000,851666.6666666667,881666.6666666667
TRANS,Cut (Not SSA),CHR12,Chr12_L12,-0.7451448472908665,12,4,12,1000000,12,1000000,15000,985000,1000000
TRANS,Cut (Not SSA),CHRXV,CHRXV_L18_1PERCENT_CONTROL,-0.8832075637904726,18,5,18,1091291,18,1091291,16369.365,1074921.635,1091291
TRANS,Cut (Not SSA),CHR15,Chr15_L18,-1.0684822060938524,18,5,18,1000000,18,1000000,15000,985000,1000000
TRANS,Cut/Repaired (SSA),CHRXV,CHRXV_L04,1.9580109784271416,4,1,4,1091291,18,242509.1111111111,16369.365,226139.7461111111,258878.4761111111
TRANS,Cut/Repaired (SSA),CHRIII,CHRIII_L03,0.586190974067228,3,1,3,316620,4,237465,4749.3,232715.7,242214.3
TRANS,Cut/Repaired (SSA),CHRXV,CHRXV_L01,0.33434885028896794,1,2,1,1091291,18,60627.277777777774,16369.365,44257.912777777776,76996.64277777777
TRANS,Cut/Repaired (SSA),CHRXII,CHRXII_L05,0.12770878094123617,5,1,5,1078177,12,449240.4166666667,16172.654999999999,433067.7616666667,465413.07166666666
TRANS,Cut/Repaired (SSA),CHRVII,CHRVII_L09,0.0781582883492188,9,1,9,1090940,9,1090940,16364.099999999999,1074575.9,1090940
TRANS,Cut/Repaired (SSA),CHRIV,CHRIV_L06_2,0.07401389164912624,6,1,6,1531933,15,612773.2000000001,22978.995,589794.2050000001,635752.1950000001
TRANS,Cut/Repaired (SSA),CHRXII,CHRXII_L12,0.02735489630377977,12,2,12,1078177,12,1078177,16172.654999999999,1062004.345,1078177
TRANS,Cut/Repaired (SSA),CHRXII,CHRXII_L01,0.001477218225395093,1,3,1,1078177,12,89848.08333333333,16172.654999999999,73675.42833333333,106020.73833333333
TRANS,Cut/Repaired (SSA),CHRVII,CHRVII_L03,-0.011119140491366085,3,2,3,1090940,9,363646.6666666666,16364.099999999999,347282.56666666665,380010.7666666666
TRANS,Cut/Repaired (SSA),CHRIV,CHRIV_L10_2,-0.015608967515993267,10,2,10,1531933,15,1021288.6666666666,22978.995,998309.6716666666,1044267.6616666666
TRANS,Cut/Repaired (SSA),CHRIV,CHRIV_L13,-0.03197069107167961,13,3,13,1531933,15,1327675.2666666666,22978.995,1304696.2716666665,1350654.2616666667
TRANS,Cut/Repaired (SSA),CHRIV,CHRIV_L03,-0.03395059726976163,3,4,3,1531933,15,306386.60000000003,22978.995,283407.60500000004,329365.59500000003
TRANS,Cut/Repaired (SSA),CHRIV,CHRIV_L15_2,-0.03787841551538964,15,5,15,1531933,15,1531933,22978.995,1508954.005,1531933
TRANS,Cut/Repaired (SSA),CHRVII,CHRVII_990K,-0.04343933892964282,NA,3,3,1090940,9,363646.6666666666,16364.099999999999,347282.56666666665,380010.7666666666
TRANS,Cut/Repaired (SSA),CHRXV,CHRXV_L15,-0.07956009645007865,15,3,15,1091291,18,909409.1666666667,16369.365,893039.8016666668,925778.5316666667
TRANS,Cut/Repaired (SSA),CHRIV,CHRIV_L01,-0.08766440553619834,1,6,1,1531933,15,102128.86666666667,22978.995,79149.87166666667,125107.86166666666
TRANS,Cut/Repaired (SSA),CHRVII,CHRVII_L06,-0.08927923880018006,6,4,6,1090940,9,727293.3333333333,16364.099999999999,710929.2333333333,743657.4333333332
TRANS,Cut/Repaired (SSA),CHRXII,CHRXII_L07,-0.0938049946205946,7,4,7,1078177,12,628936.5833333334,16172.654999999999,612763.9283333333,645109.2383333334
TRANS,Cut/Repaired (SSA),CHRIII,CHRIII_L04,-0.11185239559539492,4,2,4,316620,4,316620,4749.3,311870.7,316620
TRANS,Cut/Repaired (SSA),CHRIII,CHRIII_L02,-0.13014767987872733,2,3,2,316620,4,158310,4749.3,153560.7,163059.3
TRANS,Cut/Repaired (SSA),CHRIV,CHRIV_L12_2,-0.18835403682682425,12,7,12,1531933,15,1225546.4000000001,22978.995,1202567.405,1248525.3950000003
TRANS,Cut/Repaired (SSA),CHRXV,CHRXV_L17_2,-0.2878492322595225,17,4,17,1091291,18,1030663.7222222222,16369.365,1014294.3572222223,1047033.0872222222
TRANS,Cut/Repaired (SSA),CHRXV,CHRXV_L18_1PERCENT_CONTROL,-0.8025168624565829,18,5,18,1091291,18,1091291,16369.365,1074921.635,1091291
